return_id,order_id,product_id,return_date,reason
R11548,O15258,P0414,2024-01-07,Damaged item
R11549,O15258,P0392,2024-01-17,Late delivery
R11550,O15258,P0376,2024-01-20,Wrong item
R11551,O15266,P0840,2025-01-22,Damaged item
R11552,O15266,P0347,2025-01-19,Wrong item
R11553,O15266,P0478,2025-01-17,Late delivery
R11554,O15275,P0097,2024-08-08,Late delivery
R11555,O15275,P0516,2024-08-05,Damaged item
R11556,O15285,P0616,2024-11-10,Late delivery
R11557,O15285,P0245,2024-11-21,Wrong item
R11558,O15285,P0492,2024-11-12,Damaged item
R11559,O15285,P0772,2024-11-21,Wrong item
R11560,O15286,P0578,2024-07-10,No longer needed
R11561,O15286,P0697,2024-06-29,Wrong item
R11562,O15286,P0602,2024-07-01,Wrong item
R11563,O15288,P0185,2024-01-10,Damaged item
R11564,O15304,P0165,2024-12-27,Wrong item
R11565,O15308,P0437,2024-12-11,Damaged item
R11566,O15308,P0776,2024-12-09,Wrong item
R11567,O15308,P0354,2024-12-07,No longer needed
R11568,O15308,P0547,2024-12-03,Late delivery
R11569,O15316,P0719,2024-08-20,Damaged item
R11570,O15316,P0330,2024-08-26,Damaged item
R11571,O15316,P0400,2024-08-19,No longer needed
R11572,O15316,P0424,2024-08-18,Damaged item
R11573,O15317,P0236,2023-08-30,Late delivery
R11574,O15317,P0175,2023-08-29,Wrong item
R11575,O15317,P0261,2023-08-21,Damaged item
R11576,O15317,P0608,2023-08-22,Late delivery
R11577,O15317,P0322,2023-08-19,No longer needed
R11578,O15320,P0767,2023-07-03,Wrong item
R11579,O15320,P0660,2023-07-01,Late delivery
R11580,O15320,P0898,2023-06-29,Wrong item
R11581,O15320,P0990,2023-07-01,Damaged item
R11582,O15326,P0733,2024-04-02,No longer needed
R11583,O15337,P0912,2024-12-19,Wrong item
R11584,O15337,P0498,2024-12-25,Damaged item
R11585,O15337,P0859,2024-12-29,Late delivery
R11586,O15340,P0543,2025-04-17,Wrong item
R11587,O15340,P0452,2025-04-17,Wrong item
R11588,O15347,P0223,2024-03-18,No longer needed
R11589,O15347,P0808,2024-03-22,Late delivery
R11590,O15347,P0474,2024-03-20,Wrong item
R11591,O15347,P0817,2024-03-19,No longer needed
R11592,O15350,P0156,2023-12-06,No longer needed
R11593,O15350,P0781,2023-12-09,Late delivery
R11594,O15350,P0508,2023-12-04,Damaged item
R11595,O15350,P0911,2023-12-02,Wrong item
R11596,O15351,P0586,2025-02-22,Late delivery
R11597,O15351,P0776,2025-02-21,Wrong item
R11598,O15351,P0571,2025-02-15,Late delivery
R11599,O15358,P0294,2024-05-16,Late delivery
R11600,O15358,P0217,2024-05-21,Wrong item
R11601,O15361,P0003,2024-09-03,Late delivery
R11602,O15361,P0072,2024-08-28,Late delivery
R11603,O15361,P0619,2024-08-31,No longer needed
R11604,O15361,P0935,2024-09-06,Late delivery
R11605,O15361,P0427,2024-09-02,Damaged item
R11606,O15362,P0512,2024-05-22,Wrong item
R11607,O15362,P0422,2024-05-24,Wrong item
R11608,O15363,P0792,2023-10-24,No longer needed
R11609,O15363,P0648,2023-10-20,Wrong item
R11610,O15363,P0331,2023-10-22,Late delivery
R11611,O15363,P0982,2023-10-23,Wrong item
R11612,O15363,P0423,2023-10-17,Damaged item
R11613,O15364,P0596,2025-04-09,Damaged item
R11614,O15364,P0403,2025-04-06,Wrong item
R11615,O15368,P0162,2024-05-14,Damaged item
R11616,O15370,P0269,2024-04-11,Wrong item
R11617,O15370,P0410,2024-04-12,Damaged item
R11618,O15370,P0770,2024-04-05,Wrong item
R11619,O15370,P0324,2024-04-13,Late delivery
R11620,O15371,P0907,2024-07-30,Late delivery
R11621,O15382,P0963,2024-04-04,No longer needed
R11622,O15382,P0117,2024-04-12,Late delivery
R11623,O15382,P0389,2024-04-06,Damaged item
R11624,O15382,P0875,2024-04-10,Late delivery
R11625,O15384,P0120,2025-04-14,No longer needed
R11626,O15384,P0128,2025-04-18,Wrong item
R11627,O15384,P0802,2025-04-07,No longer needed
R11628,O15384,P0202,2025-04-14,Late delivery
R11629,O15384,P0412,2025-04-19,No longer needed
R11630,O15393,P0138,2023-12-18,No longer needed
R11631,O15393,P0569,2023-12-15,Late delivery
R11632,O15394,P0378,2023-06-10,No longer needed
R11633,O15394,P0374,2023-06-06,No longer needed
R11634,O15398,P0199,2024-07-11,Wrong item
R11635,O15398,P0619,2024-07-11,Late delivery
R11636,O15398,P0463,2024-07-10,Late delivery
R11637,O15398,P0614,2024-07-07,Late delivery
R11638,O15404,P0760,2024-04-25,Late delivery
R11639,O15404,P0498,2024-04-28,No longer needed
R11640,O15408,P0618,2024-05-30,Late delivery
R11641,O15408,P0929,2024-06-01,No longer needed
R11642,O15408,P0622,2024-05-26,No longer needed
R11643,O15408,P0002,2024-05-27,Damaged item
R11644,O15409,P0169,2023-04-22,Wrong item
R11645,O15409,P0988,2023-04-28,Damaged item
R11646,O15409,P0848,2023-04-27,No longer needed
R11647,O15409,P0567,2023-04-27,Damaged item
R11648,O15409,P0269,2023-04-22,Late delivery
R11649,O15410,P0404,2024-06-21,No longer needed
R11650,O15410,P0886,2024-06-26,Damaged item
R11651,O15410,P0643,2024-06-28,Wrong item
R11652,O15410,P0941,2024-06-25,Wrong item
R11653,O15410,P0039,2024-06-23,Late delivery
R11654,O15416,P0267,2024-02-22,Late delivery
R11655,O15416,P0989,2024-03-02,No longer needed
R11656,O15416,P0728,2024-02-19,Wrong item
R11657,O15416,P0164,2024-02-21,Late delivery
R11658,O15427,P0191,2023-06-11,Wrong item
R11659,O15441,P0055,2025-02-15,No longer needed
R11660,O15441,P0622,2025-02-26,Damaged item
R11661,O15441,P0783,2025-02-21,Wrong item
R11662,O15445,P0605,2023-08-29,Damaged item
R11663,O15445,P0569,2023-08-28,Late delivery
R11664,O15445,P0627,2023-08-21,Damaged item
R11665,O15445,P0384,2023-08-23,No longer needed
R11666,O15445,P0385,2023-08-20,Late delivery
R11667,O15448,P0657,2025-03-20,Damaged item
R11668,O15448,P0543,2025-03-09,Late delivery
R11669,O15451,P0499,2025-03-24,No longer needed
R11670,O15463,P0114,2024-09-30,No longer needed
R11671,O15463,P0033,2024-09-24,Damaged item
R11672,O15463,P0465,2024-10-02,Wrong item
R11673,O15463,P0650,2024-09-22,Wrong item
R11674,O15465,P0353,2023-11-07,Wrong item
R11675,O15468,P0523,2025-01-01,Damaged item
R11676,O15468,P0428,2024-12-31,Late delivery
R11677,O15471,P0128,2024-11-11,Damaged item
R11678,O15471,P0600,2024-11-04,No longer needed
R11679,O15471,P0224,2024-11-16,Damaged item
R11680,O15482,P0359,2023-12-04,Late delivery
R11681,O15482,P0931,2023-12-07,No longer needed
R11682,O15484,P0937,2023-11-05,Wrong item
R11683,O15484,P0433,2023-11-09,Wrong item
R11684,O15484,P0762,2023-11-09,Late delivery
R11685,O15484,P0966,2023-11-07,Damaged item
R11686,O15484,P0968,2023-11-06,Late delivery
R11687,O15488,P0246,2025-03-05,Wrong item
R11688,O15489,P0443,2023-06-26,No longer needed
R11689,O15490,P0506,2024-11-04,Damaged item
R11690,O15497,P0711,2024-05-17,Wrong item
R11691,O15498,P0493,2023-10-06,No longer needed
R11692,O15498,P0527,2023-10-10,No longer needed
R11693,O15498,P0596,2023-10-07,No longer needed
R11694,O15498,P0002,2023-10-10,No longer needed
R11695,O15499,P0521,2023-10-07,No longer needed
R11696,O15499,P0447,2023-10-06,Damaged item
R11697,O15499,P0005,2023-10-12,Damaged item
R11698,O15501,P0387,2023-05-18,Wrong item
R11699,O15501,P0713,2023-05-19,Late delivery
R11700,O15501,P0457,2023-05-13,Damaged item
R11701,O15508,P0925,2023-10-07,Wrong item
R11702,O15508,P0749,2023-09-29,Late delivery
R11703,O15508,P0899,2023-10-05,Wrong item
R11704,O15508,P0820,2023-10-08,Damaged item
R11705,O15508,P0185,2023-09-25,Wrong item
R11706,O15514,P0086,2024-11-21,Damaged item
R11707,O15514,P0466,2024-11-28,Wrong item
R11708,O15515,P0968,2023-11-11,Late delivery
R11709,O15515,P0924,2023-11-17,No longer needed
R11710,O15515,P0860,2023-11-18,No longer needed
R11711,O15516,P0877,2023-06-01,Wrong item
R11712,O15516,P0658,2023-06-03,Late delivery
R11713,O15516,P0917,2023-05-27,Late delivery
R11714,O15517,P0015,2023-08-27,No longer needed
R11715,O15517,P0452,2023-08-17,Damaged item
R11716,O15517,P0237,2023-08-16,Damaged item
R11717,O15518,P0919,2023-07-01,Late delivery
R11718,O15518,P0249,2023-07-05,Late delivery
R11719,O15519,P1000,2024-05-05,Late delivery
R11720,O15519,P0231,2024-04-30,Late delivery
R11721,O15519,P0768,2024-05-01,No longer needed
R11722,O15519,P0753,2024-04-30,No longer needed
R11723,O15519,P0458,2024-04-30,Late delivery
R11724,O15521,P0072,2024-11-16,Late delivery
R11725,O15522,P0245,2024-09-26,Late delivery
R11726,O15526,P0361,2024-03-17,Late delivery
R11727,O15528,P0167,2025-01-12,Wrong item
R11728,O15528,P0386,2025-01-07,Damaged item
R11729,O15528,P0951,2025-01-09,Late delivery
R11730,O15530,P0793,2024-07-08,Damaged item
R11731,O15530,P0491,2024-07-03,Late delivery
R11732,O15530,P0695,2024-07-07,Damaged item
R11733,O15533,P0123,2024-11-28,No longer needed
R11734,O15533,P0195,2024-11-26,No longer needed
R11735,O15533,P0216,2024-12-04,Late delivery
R11736,O15534,P0616,2025-03-18,No longer needed
R11737,O15534,P0341,2025-03-13,Wrong item
R11738,O15535,P0616,2024-12-24,Damaged item
R11739,O15537,P0191,2023-09-19,Damaged item
R11740,O15537,P0318,2023-09-20,No longer needed
R11741,O15537,P0972,2023-09-29,Damaged item
R11742,O15537,P0311,2023-09-23,Late delivery
R11743,O15542,P0221,2023-11-07,No longer needed
R11744,O15542,P0956,2023-10-28,Wrong item
R11745,O15542,P0688,2023-10-27,No longer needed
R11746,O15542,P0907,2023-10-25,Wrong item
R11747,O15558,P0840,2025-03-22,No longer needed
R11748,O15559,P0351,2023-06-01,Wrong item
R11749,O15559,P0908,2023-06-03,Late delivery
R11750,O15559,P0839,2023-05-28,No longer needed
R11751,O15559,P0559,2023-05-31,Damaged item
R11752,O15559,P0261,2023-06-01,Wrong item
R11753,O15560,P0544,2024-01-22,No longer needed
R11754,O15560,P0873,2024-01-27,Wrong item
R11755,O15560,P0669,2024-01-22,Damaged item
R11756,O15560,P0890,2024-01-25,Late delivery
R11757,O15560,P0433,2024-01-24,Damaged item
R11758,O15561,P0794,2023-08-04,No longer needed
R11759,O15561,P0091,2023-08-01,Wrong item
R11760,O15565,P0832,2024-02-12,No longer needed
R11761,O15565,P0978,2024-02-09,Damaged item
R11762,O15566,P0107,2023-07-28,Late delivery
R11763,O15566,P0748,2023-07-25,No longer needed
R11764,O15566,P0253,2023-07-28,Wrong item
R11765,O15573,P0001,2024-08-28,Late delivery
R11766,O15573,P0111,2024-08-29,Late delivery
R11767,O15573,P0099,2024-08-27,No longer needed
R11768,O15573,P0561,2024-08-29,Wrong item
R11769,O15573,P0396,2024-08-28,Wrong item
R11770,O15577,P0059,2023-10-24,Wrong item
R11771,O15581,P0827,2025-04-05,No longer needed
R11772,O15581,P0659,2025-04-15,Wrong item
R11773,O15589,P0295,2023-04-29,No longer needed
R11774,O15589,P0800,2023-05-06,Late delivery
R11775,O15593,P0360,2024-12-03,No longer needed
R11776,O15599,P0971,2024-01-22,Late delivery
R11777,O15599,P0057,2024-01-22,No longer needed
R11778,O15601,P0836,2024-11-07,Wrong item
R11779,O15601,P0287,2024-11-06,Wrong item
R11780,O15601,P0845,2024-11-02,No longer needed
R11781,O15601,P0715,2024-11-04,Damaged item
R11782,O15609,P0214,2023-12-03,Late delivery
R11783,O15609,P0457,2023-11-21,Wrong item
R11784,O15609,P0243,2023-11-23,No longer needed
R11785,O15614,P0167,2024-11-05,Wrong item
R11786,O15614,P0515,2024-11-06,Damaged item
R11787,O15615,P0211,2023-10-23,Late delivery
R11788,O15615,P0259,2023-11-01,Late delivery
R11789,O15615,P0005,2023-10-22,Damaged item
R11790,O15616,P0141,2025-03-12,Late delivery
R11791,O15616,P0074,2025-03-03,Late delivery
R11792,O15616,P0855,2025-03-13,Wrong item
R11793,O15616,P0076,2025-03-01,Damaged item
R11794,O15618,P0446,2024-04-03,No longer needed
R11795,O15618,P0871,2024-03-31,No longer needed
R11796,O15618,P0424,2024-03-31,Wrong item
R11797,O15618,P0738,2024-03-28,Wrong item
R11798,O15619,P0629,2024-06-08,Late delivery
R11799,O15620,P0546,2024-07-02,Late delivery
R11800,O15620,P0307,2024-07-10,No longer needed
R11801,O15622,P0256,2023-07-16,Late delivery
R11802,O15622,P0155,2023-07-09,Late delivery
R11803,O15622,P0920,2023-07-18,Damaged item
R11804,O15622,P0990,2023-07-22,Damaged item
R11805,O15622,P0093,2023-07-10,Damaged item
R11806,O15624,P0869,2024-06-23,No longer needed
R11807,O15624,P0634,2024-07-03,Late delivery
R11808,O15624,P0356,2024-07-05,No longer needed
R11809,O15624,P0217,2024-07-01,Wrong item
R11810,O15629,P0366,2025-03-09,No longer needed
R11811,O15633,P0843,2024-05-08,Wrong item
R11812,O15633,P0766,2024-05-14,Damaged item
R11813,O15636,P0572,2025-01-26,No longer needed
R11814,O15636,P0443,2025-01-24,Wrong item
R11815,O15636,P0958,2025-01-30,Damaged item
R11816,O15638,P0373,2024-09-27,Damaged item
R11817,O15641,P0526,2024-04-01,Late delivery
R11818,O15642,P0362,2024-07-06,Late delivery
R11819,O15642,P0334,2024-07-08,Wrong item
R11820,O15643,P0571,2025-04-04,No longer needed
R11821,O15649,P0510,2025-03-30,Damaged item
R11822,O15649,P0947,2025-04-05,Late delivery
R11823,O15649,P0590,2025-03-29,Damaged item
R11824,O15649,P0979,2025-03-25,Damaged item
R11825,O15649,P0045,2025-04-03,Late delivery
R11826,O15655,P0870,2023-07-21,Wrong item
R11827,O15656,P0319,2024-01-21,Damaged item
R11828,O15656,P0365,2024-01-10,Wrong item
R11829,O15656,P0508,2024-01-09,No longer needed
R11830,O15657,P0507,2024-03-17,Damaged item
R11831,O15657,P0719,2024-03-15,Damaged item
R11832,O15657,P0276,2024-03-09,Late delivery
R11833,O15659,P0624,2024-04-19,Damaged item
R11834,O15659,P0022,2024-04-13,Late delivery
R11835,O15665,P0189,2023-10-13,Damaged item
R11836,O15665,P0700,2023-10-04,No longer needed
R11837,O15665,P0799,2023-10-03,Late delivery
R11838,O15665,P0757,2023-10-08,Damaged item
R11839,O15672,P0540,2023-07-26,Late delivery
R11840,O15672,P0965,2023-08-01,Damaged item
R11841,O15672,P0544,2023-07-29,No longer needed
R11842,O15672,P0326,2023-07-24,Late delivery
R11843,O15675,P0726,2024-05-07,Late delivery
R11844,O15675,P0856,2024-05-09,Wrong item
R11845,O15675,P0393,2024-04-30,Damaged item
R11846,O15675,P0389,2024-05-11,Wrong item
R11847,O15680,P0948,2025-01-08,Wrong item
R11848,O15680,P0705,2025-01-04,No longer needed
R11849,O15680,P0899,2025-01-06,Damaged item
R11850,O15680,P0717,2025-01-08,Late delivery
R11851,O15680,P0181,2025-01-07,Late delivery
R11852,O15683,P0842,2023-12-07,Damaged item
R11853,O15683,P0607,2023-12-05,Wrong item
R11854,O15683,P0404,2023-12-02,Damaged item
R11855,O15683,P0652,2023-12-12,No longer needed
R11856,O15686,P0854,2023-07-06,Wrong item
R11857,O15686,P0931,2023-06-25,Damaged item
R11858,O15692,P0944,2024-07-01,Late delivery
R11859,O15698,P0801,2024-10-09,Wrong item
R11860,O15699,P0354,2024-12-16,Wrong item
R11861,O15699,P0698,2024-12-17,Wrong item
R11862,O15699,P0308,2024-12-16,No longer needed
R11863,O15699,P0258,2024-12-29,No longer needed
R11864,O15701,P0107,2024-09-30,Wrong item
R11865,O15701,P0678,2024-09-23,Wrong item
R11866,O15701,P0609,2024-09-21,Late delivery
R11867,O15704,P0083,2023-06-29,No longer needed
R11868,O15716,P0029,2023-09-11,Damaged item
R11869,O15716,P0048,2023-09-13,Damaged item
R11870,O15716,P0060,2023-09-11,Damaged item
R11871,O15716,P0577,2023-09-16,No longer needed
R11872,O15721,P0992,2024-12-23,No longer needed
R11873,O15721,P0268,2024-12-23,Wrong item
R11874,O15727,P0390,2023-09-08,No longer needed
R11875,O15727,P0257,2023-09-12,Wrong item
R11876,O15727,P0454,2023-09-12,No longer needed
R11877,O15732,P0847,2024-10-10,Wrong item
R11878,O15734,P0884,2023-10-08,No longer needed
R11879,O15734,P0874,2023-10-14,Late delivery
R11880,O15734,P0703,2023-10-08,Late delivery
R11881,O15734,P0013,2023-10-19,Late delivery
R11882,O15734,P0333,2023-10-13,Late delivery
R11883,O15735,P0185,2023-09-11,No longer needed
R11884,O15735,P0375,2023-09-17,No longer needed
R11885,O15737,P0125,2025-02-09,No longer needed
R11886,O15737,P0728,2025-02-09,Wrong item
R11887,O15737,P0414,2025-02-17,No longer needed
R11888,O15737,P0330,2025-02-21,Wrong item
R11889,O15737,P0650,2025-02-08,Damaged item
R11890,O15738,P0051,2024-03-08,Late delivery
R11891,O15738,P0479,2024-03-05,No longer needed
R11892,O15738,P0721,2024-03-05,Damaged item
R11893,O15738,P0937,2024-03-03,Late delivery
R11894,O15743,P0686,2023-11-18,No longer needed
R11895,O15743,P0511,2023-11-09,No longer needed
R11896,O15743,P0664,2023-11-17,No longer needed
R11897,O15743,P0689,2023-11-14,No longer needed
R11898,O15746,P0197,2024-07-08,Wrong item
R11899,O15746,P0665,2024-07-16,Wrong item
R11900,O15746,P0420,2024-07-13,Damaged item
R11901,O15746,P0099,2024-07-13,No longer needed
R11902,O15746,P0797,2024-07-09,No longer needed
R11903,O15749,P0919,2023-08-02,Damaged item
R11904,O15750,P0758,2023-09-22,Damaged item
R11905,O15750,P0212,2023-09-22,No longer needed
R11906,O15758,P0898,2025-02-02,Damaged item
R11907,O15758,P0764,2025-01-27,Late delivery
R11908,O15758,P0947,2025-02-02,Late delivery
R11909,O15758,P0568,2025-02-01,No longer needed
R11910,O15758,P0627,2025-02-07,Wrong item
R11911,O15766,P0074,2024-03-02,No longer needed
R11912,O15770,P0492,2024-02-09,Wrong item
R11913,O15777,P0565,2024-01-13,No longer needed
R11914,O15777,P0949,2024-01-21,Damaged item
R11915,O15777,P0722,2024-01-17,Wrong item
R11916,O15779,P0832,2025-01-16,Wrong item
R11917,O15779,P0726,2025-01-18,No longer needed
R11918,O15779,P0459,2025-01-14,No longer needed
R11919,O15779,P0953,2025-01-05,Late delivery
R11920,O15779,P0695,2025-01-12,Late delivery
R11921,O15781,P0096,2024-09-22,No longer needed
R11922,O15781,P0198,2024-09-26,Wrong item
R11923,O15781,P0934,2024-09-17,No longer needed
R11924,O15781,P0429,2024-09-16,Late delivery
R11925,O15781,P0228,2024-09-22,Late delivery
R11926,O15782,P0206,2023-09-14,Late delivery
R11927,O15782,P0594,2023-09-11,Wrong item
R11928,O15782,P0929,2023-09-07,No longer needed
R11929,O15789,P0489,2025-03-10,Damaged item
R11930,O15790,P0720,2025-03-29,Wrong item
R11931,O15790,P0587,2025-04-04,Damaged item
R11932,O15790,P0837,2025-03-31,No longer needed
R11933,O15790,P0855,2025-03-29,Late delivery
R11934,O15790,P0725,2025-04-01,Damaged item
R11935,O15792,P0960,2024-12-15,Late delivery
R11936,O15792,P0899,2024-12-10,Wrong item
R11937,O15793,P0293,2024-07-08,Late delivery
R11938,O15795,P0023,2023-08-03,Wrong item
R11939,O15795,P0252,2023-08-08,Wrong item
R11940,O15795,P0209,2023-07-29,Damaged item
R11941,O15795,P0621,2023-07-30,Damaged item
R11942,O15795,P0437,2023-08-08,Late delivery
R11943,O15796,P0411,2024-05-15,Wrong item
R11944,O15805,P0103,2024-03-23,Damaged item
R11945,O15805,P0419,2024-03-25,Damaged item
R11946,O15805,P0644,2024-03-14,Wrong item
R11947,O15805,P0754,2024-03-12,Damaged item
R11948,O15810,P0309,2024-03-25,Damaged item
R11949,O15810,P0343,2024-03-25,Damaged item
R11950,O15813,P0278,2023-09-16,No longer needed
R11951,O15813,P0395,2023-09-15,No longer needed
R11952,O15815,P0352,2024-06-03,Wrong item
R11953,O15815,P0781,2024-05-30,Damaged item
R11954,O15819,P0659,2025-01-18,Damaged item
R11955,O15819,P0023,2025-01-21,Damaged item
R11956,O15819,P0568,2025-01-11,Late delivery
R11957,O15819,P0419,2025-01-20,Damaged item
R11958,O15819,P0817,2025-01-22,Wrong item
R11959,O15821,P0060,2023-10-25,Late delivery
R11960,O15821,P0654,2023-11-02,Wrong item
R11961,O15826,P0009,2024-01-31,Damaged item
R11962,O15826,P0554,2024-01-28,Wrong item
R11963,O15826,P0435,2024-02-02,Wrong item
R11964,O15826,P0224,2024-02-04,Wrong item
R11965,O15826,P0990,2024-02-01,Late delivery
R11966,O15827,P0252,2023-07-18,Wrong item
R11967,O15827,P0737,2023-07-14,Late delivery
R11968,O15827,P0150,2023-07-12,Late delivery
R11969,O15832,P0493,2023-06-01,Late delivery
R11970,O15832,P0486,2023-06-09,Wrong item
R11971,O15837,P0959,2024-07-30,Damaged item
R11972,O15837,P0146,2024-07-30,Damaged item
R11973,O15837,P0787,2024-07-24,Wrong item
R11974,O15839,P0544,2024-07-25,No longer needed
R11975,O15839,P0221,2024-07-17,Wrong item
R11976,O15839,P0098,2024-07-18,Wrong item
R11977,O15839,P0507,2024-07-29,Damaged item
R11978,O15839,P0576,2024-07-28,Wrong item
R11979,O15840,P0239,2024-07-04,No longer needed
R11980,O15845,P0118,2023-12-13,Late delivery
R11981,O15845,P0677,2023-12-20,Damaged item
R11982,O15845,P0805,2023-12-11,Late delivery
R11983,O15845,P0815,2023-12-09,Damaged item
R11984,O15845,P0516,2023-12-11,No longer needed
R11985,O15849,P0542,2023-04-15,Wrong item
R11986,O15849,P0655,2023-04-10,Wrong item
R11987,O15850,P0481,2024-06-26,No longer needed
R11988,O15850,P0439,2024-07-01,Late delivery
R11989,O15850,P0438,2024-07-05,Wrong item
R11990,O15850,P0744,2024-06-29,Late delivery
R11991,O15850,P0545,2024-07-08,No longer needed
R11992,O15860,P0229,2023-05-10,Late delivery
R11993,O15860,P0556,2023-05-19,Wrong item
R11994,O15860,P0078,2023-05-12,No longer needed
R11995,O15860,P0043,2023-05-15,Wrong item
R11996,O15863,P0404,2023-05-21,Late delivery
R11997,O15863,P0999,2023-05-21,Wrong item
R11998,O15870,P0546,2024-08-20,Damaged item
R11999,O15870,P0796,2024-08-19,Wrong item
R12000,O15870,P0806,2024-08-18,Wrong item
R12001,O15871,P0425,2024-09-30,Damaged item
R12002,O15871,P0158,2024-10-13,Damaged item
R12003,O15874,P0772,2025-03-14,No longer needed
R12004,O15874,P0861,2025-03-08,No longer needed
R12005,O15875,P0090,2023-10-22,Late delivery
R12006,O15880,P0283,2023-12-15,Late delivery
R12007,O15882,P0176,2024-10-05,No longer needed
R12008,O15882,P0969,2024-09-27,No longer needed
R12009,O15882,P0897,2024-10-04,Late delivery
R12010,O15882,P0261,2024-10-08,Late delivery
R12011,O15883,P0954,2023-10-20,Damaged item
R12012,O15883,P0568,2023-10-21,No longer needed
R12013,O15883,P0320,2023-10-23,Damaged item
R12014,O15883,P0915,2023-10-21,Wrong item
R12015,O15886,P0005,2025-02-17,No longer needed
R12016,O15886,P0230,2025-02-19,Damaged item
R12017,O15892,P0112,2024-06-29,Wrong item
R12018,O15892,P0753,2024-07-06,Wrong item
R12019,O15892,P0236,2024-07-08,Damaged item
R12020,O15892,P0968,2024-07-01,No longer needed
R12021,O15892,P0527,2024-07-03,Wrong item
R12022,O15893,P0325,2023-09-05,Late delivery
R12023,O15893,P0043,2023-09-05,No longer needed
R12024,O15896,P0465,2024-03-24,Damaged item
R12025,O15896,P0627,2024-03-17,Late delivery
R12026,O15896,P0857,2024-03-24,No longer needed
R12027,O15896,P0861,2024-03-13,Wrong item
R12028,O15896,P0255,2024-03-22,No longer needed
R12029,O15901,P0069,2024-07-22,No longer needed
R12030,O15901,P0118,2024-07-24,Wrong item
R12031,O15901,P0763,2024-07-24,Wrong item
R12032,O15901,P0694,2024-07-23,Damaged item
R12033,O15910,P0248,2023-12-12,No longer needed
R12034,O15910,P0237,2023-12-08,Damaged item
R12035,O15910,P0383,2023-12-13,Wrong item
R12036,O15910,P0413,2023-12-13,Late delivery
R12037,O15911,P0957,2023-06-04,Wrong item
R12038,O15911,P0079,2023-06-01,Late delivery
R12039,O15924,P0381,2024-02-05,Late delivery
R12040,O15924,P0713,2024-02-05,Late delivery
R12041,O15924,P0436,2024-02-04,Wrong item
R12042,O15924,P0880,2024-02-02,Damaged item
R12043,O15933,P0227,2024-04-18,Late delivery
R12044,O15933,P0243,2024-04-14,Late delivery
R12045,O15937,P0709,2024-06-19,Wrong item
R12046,O15951,P0574,2024-11-13,Wrong item
R12047,O15951,P0750,2024-11-17,Wrong item
R12048,O15953,P0200,2023-07-09,Late delivery
R12049,O15953,P0369,2023-07-06,Wrong item
R12050,O15953,P0032,2023-07-08,Damaged item
R12051,O15953,P0025,2023-07-07,Late delivery
R12052,O15954,P0708,2024-03-06,Late delivery
R12053,O15954,P0054,2024-02-24,Damaged item
R12054,O15957,P0688,2024-08-21,Wrong item
R12055,O15957,P0673,2024-08-20,Damaged item
R12056,O15957,P0213,2024-08-28,Damaged item
R12057,O15957,P0577,2024-08-28,No longer needed
R12058,O15963,P0168,2024-04-28,Late delivery
R12059,O15963,P0233,2024-05-04,No longer needed
R12060,O15963,P0468,2024-05-05,Damaged item
R12061,O15963,P0170,2024-04-27,Wrong item
R12062,O15963,P0729,2024-04-24,Late delivery
R12063,O15966,P0347,2023-04-19,No longer needed
R12064,O15966,P0343,2023-04-26,Late delivery
R12065,O15969,P0645,2025-04-06,Wrong item
R12066,O15969,P0112,2025-04-01,Late delivery
R12067,O15969,P0486,2025-04-10,No longer needed
R12068,O15969,P0103,2025-03-31,Damaged item
R12069,O15969,P0804,2025-04-09,Late delivery
R12070,O15971,P0172,2024-02-22,No longer needed
R12071,O15971,P0496,2024-02-23,Wrong item
R12072,O15974,P0895,2024-01-03,Late delivery
R12073,O15974,P0387,2024-01-03,Late delivery
R12074,O15974,P0670,2023-12-31,No longer needed
R12075,O15975,P0831,2024-12-22,No longer needed
R12076,O15975,P0078,2024-12-19,Wrong item
R12077,O15981,P0951,2024-01-12,Wrong item
R12078,O15981,P0967,2024-01-09,Wrong item
R12079,O15981,P0250,2024-01-10,No longer needed
R12080,O15981,P0286,2024-01-11,Late delivery
R12081,O15995,P0564,2024-03-24,Late delivery
R12082,O15997,P0444,2025-03-29,Late delivery
R12083,O15997,P0348,2025-04-05,No longer needed
R12084,O15999,P0953,2023-04-25,Late delivery
R12085,O15999,P0389,2023-04-16,Wrong item
R12086,O15999,P0847,2023-04-28,Wrong item
R12087,O16015,P0719,2024-04-16,Wrong item
R12088,O16015,P0921,2024-04-15,No longer needed
R12089,O16020,P0650,2024-11-01,Late delivery
R12090,O16020,P0259,2024-10-29,No longer needed
R12091,O16022,P0883,2024-04-07,Wrong item
R12092,O16022,P0959,2024-04-10,No longer needed
R12093,O16022,P0687,2024-04-07,No longer needed
R12094,O16027,P0298,2024-06-20,Damaged item
R12095,O16027,P0424,2024-06-13,Wrong item
R12096,O16029,P0717,2023-12-19,No longer needed
R12097,O16029,P0857,2023-12-24,No longer needed
R12098,O16029,P0937,2023-12-19,Damaged item
R12099,O16030,P0391,2024-03-28,Late delivery
R12100,O16030,P0394,2024-03-27,No longer needed
R12101,O16030,P0665,2024-03-29,Wrong item
R12102,O16032,P0916,2023-10-08,Wrong item
R12103,O16032,P0184,2023-10-12,Late delivery
R12104,O16032,P0053,2023-10-17,Damaged item
R12105,O16032,P0867,2023-10-12,Wrong item
R12106,O16032,P0101,2023-10-17,Wrong item
