order_id,customer_id,order_date,total_amount,status
O18179,C00329,2023-12-01,1190.28,Cancelled
O18180,C02154,2024-08-30,23.35,Delivered
O18181,C03363,2024-04-05,314.9,Cancelled
O18182,C00461,2025-01-18,761.87,Shipped
O18183,C00141,2024-03-27,165.98,Shipped
O18184,C02421,2024-08-08,718.51,Delivered
O18185,C03120,2025-03-14,314.5,Shipped
O18186,C04469,2024-12-11,904.18,Cancelled
O18187,C01502,2024-11-14,1246.44,Shipped
O18188,C03722,2024-12-29,1618.95,Delivered
O18189,C00638,2025-01-08,461.26,Shipped
O18190,C03830,2025-01-07,219.69,Shipped
O18191,C01893,2024-03-08,622.52,Returned
O18192,C02626,2023-12-01,783.74,Cancelled
O18193,C01955,2023-07-23,353.41,Returned
O18194,C02187,2023-05-17,1048.21,Returned
O18195,C00590,2024-01-12,660.4,Delivered
O18196,C01115,2023-10-06,571.17,Shipped
O18197,C00472,2024-11-30,475.85,Returned
O18198,C03580,2024-02-15,510.69,Shipped
O18199,C04596,2023-11-14,711.36,Returned
O18200,C02814,2025-04-08,1115.65,Shipped
O18201,C04545,2023-06-01,270.11,Cancelled
O18202,C01523,2023-07-07,383.51,Delivered
O18203,C00187,2024-01-10,552.8,Shipped
O18204,C04870,2025-01-26,271.13,Cancelled
O18205,C02485,2023-09-16,428.48,Delivered
O18206,C00390,2025-01-30,309.21,Returned
O18207,C03706,2024-01-29,109.41,Shipped
O18208,C01867,2024-11-22,1618.9,Cancelled
O18209,C00324,2023-07-26,242.03,Delivered
O18210,C03965,2024-12-01,965.47,Shipped
O18211,C00052,2023-06-29,233.58,Shipped
O18212,C04325,2025-03-07,1068.12,Delivered
O18213,C01025,2023-07-31,527.2,Shipped
O18214,C04389,2024-07-01,185.53,Returned
O18215,C03079,2023-04-26,253.53,Delivered
O18216,C01423,2024-07-26,245.9,Returned
O18217,C04486,2023-11-04,141.42,Delivered
O18218,C03207,2024-06-13,835.56,Returned
O18219,C00447,2024-05-31,766.37,Delivered
O18220,C03298,2025-03-26,573.44,Returned
O18221,C01457,2024-02-10,825.53,Returned
O18222,C04387,2025-01-17,563.25,Cancelled
O18223,C01511,2024-01-04,48.32,Cancelled
O18224,C02286,2023-08-04,435.04,Returned
O18225,C04091,2023-05-29,374.99,Shipped
O18226,C01068,2023-08-10,267.13,Shipped
O18227,C02138,2024-08-05,1068.47,Delivered
O18228,C01005,2025-01-24,293.06,Delivered
O18229,C00417,2024-03-02,270.22,Cancelled
O18230,C04204,2023-09-20,177.49,Cancelled
O18231,C04976,2023-12-26,1376.01,Cancelled
O18232,C03543,2024-03-13,359.15,Shipped
O18233,C04714,2024-11-11,129.66,Cancelled
O18234,C00573,2024-10-25,553.33,Shipped
O18235,C01601,2025-02-27,713.14,Delivered
O18236,C02034,2023-10-30,667.33,Delivered
O18237,C01565,2023-07-11,1637.51,Shipped
O18238,C04319,2024-01-22,870.34,Cancelled
O18239,C00523,2024-07-19,545.52,Cancelled
O18240,C03952,2023-10-28,831.6,Returned
O18241,C02516,2023-09-08,733.69,Cancelled
O18242,C02464,2024-04-09,174.46,Shipped
O18243,C04217,2024-07-18,877.43,Returned
O18244,C01656,2024-02-11,853.29,Returned
O18245,C04450,2025-03-29,1283.34,Cancelled
O18246,C00498,2025-01-13,1261.64,Shipped
O18247,C03315,2023-12-01,1001.38,Shipped
O18248,C01917,2025-02-10,38.43,Returned
O18249,C00513,2024-11-25,260.68,Delivered
O18250,C00665,2025-02-03,1202.31,Delivered
O18251,C01596,2024-12-17,596.88,Shipped
O18252,C02329,2024-06-10,459.72,Delivered
O18253,C02179,2024-07-21,12.56,Shipped
O18254,C03074,2024-09-23,109.02,Delivered
O18255,C01326,2023-11-12,487.69,Delivered
O18256,C04076,2023-10-26,318.47,Shipped
O18257,C04631,2024-11-15,84.35,Delivered
O18258,C03768,2025-01-09,254.14,Cancelled
O18259,C02656,2023-10-05,488.49,Delivered
O18260,C00387,2025-02-26,558.87,Cancelled
O18261,C04305,2023-06-23,989.96,Cancelled
O18262,C04445,2023-11-14,511.19,Cancelled
O18263,C00459,2024-02-14,393.33,Shipped
O18264,C00378,2023-05-15,693.4,Cancelled
O18265,C02358,2024-09-27,86.23,Returned
O18266,C02782,2024-12-18,846.06,Cancelled
O18267,C04286,2024-10-11,787.28,Returned
O18268,C00792,2025-03-16,248.18,Shipped
O18269,C02952,2024-05-13,490.89,Shipped
O18270,C04882,2024-08-08,1170.09,Delivered
O18271,C03199,2023-12-18,206.08,Shipped
O18272,C03788,2024-05-16,1019.49,Shipped
O18273,C04821,2024-10-17,935.58,Cancelled
O18274,C03676,2024-03-19,591.94,Cancelled
O18275,C03688,2024-07-21,530.79,Cancelled
O18276,C03680,2023-08-28,511.5,Shipped
O18277,C04660,2023-12-13,1308.27,Shipped
O18278,C03524,2025-03-03,1208.17,Returned
O18279,C02604,2024-11-13,178.6,Shipped
O18280,C04660,2023-04-15,801.44,Cancelled
O18281,C00549,2024-05-20,83.96,Shipped
O18282,C03150,2024-07-16,908.89,Delivered
O18283,C04533,2023-06-24,1230.1,Delivered
O18284,C03108,2025-02-03,187.23,Shipped
O18285,C03083,2024-02-26,946.13,Cancelled
O18286,C04721,2024-09-10,896.18,Shipped
O18287,C03494,2024-05-31,50.73,Shipped
O18288,C04636,2025-02-28,831.1,Delivered
O18289,C00966,2024-05-08,828.61,Cancelled
O18290,C03109,2024-04-11,841.68,Cancelled
O18291,C03059,2024-02-14,557.88,Cancelled
O18292,C02070,2024-05-17,248.95,Delivered
O18293,C01602,2024-01-03,264.88,Delivered
O18294,C02894,2024-02-29,1508.25,Cancelled
O18295,C03462,2023-10-26,1171.82,Shipped
O18296,C04411,2025-01-02,1215.57,Delivered
O18297,C04888,2023-05-15,133.09,Delivered
O18298,C03307,2023-04-25,352.95,Shipped
O18299,C02528,2023-07-18,894.72,Delivered
O18300,C03407,2023-04-18,415.67,Delivered
O18301,C00655,2023-05-17,451.52,Cancelled
O18302,C00286,2023-04-27,811.82,Delivered
O18303,C03696,2024-06-16,513.45,Delivered
O18304,C02192,2023-06-20,351.44,Delivered
O18305,C02469,2024-03-07,146.2,Cancelled
O18306,C01989,2023-11-20,110.19,Shipped
O18307,C03517,2024-11-06,369.14,Shipped
O18308,C00157,2024-12-17,435.78,Returned
O18309,C01714,2024-12-10,892.71,Shipped
O18310,C03602,2024-08-22,34.34,Delivered
O18311,C04585,2023-05-21,1292.89,Cancelled
O18312,C03324,2025-02-08,684.66,Returned
O18313,C00393,2024-01-16,1022.9,Shipped
O18314,C02279,2024-09-10,495.79,Cancelled
O18315,C00242,2024-05-20,1123.11,Delivered
O18316,C04326,2024-03-05,1379.98,Shipped
O18317,C03210,2024-09-04,1353.99,Cancelled
O18318,C00873,2023-08-04,966.08,Cancelled
O18319,C04307,2025-01-09,727.25,Delivered
O18320,C02159,2024-08-27,1519.61,Cancelled
O18321,C02563,2023-06-16,582.01,Delivered
O18322,C02208,2024-02-27,506.99,Returned
O18323,C04095,2023-10-15,1331.88,Returned
O18324,C01727,2024-03-05,48.62,Shipped
O18325,C04249,2024-11-01,715.8,Delivered
O18326,C04559,2023-07-26,226.5,Delivered
O18327,C00916,2024-03-30,781.08,Delivered
O18328,C02111,2024-10-23,1226.27,Cancelled
O18329,C03925,2024-10-30,996.21,Returned
O18330,C04510,2023-11-16,156.8,Shipped
O18331,C04076,2023-12-15,418.95,Shipped
O18332,C00695,2024-03-07,985.02,Shipped
O18333,C01489,2023-12-20,787.07,Cancelled
O18334,C01148,2023-10-24,428.82,Cancelled
O18335,C03825,2024-06-02,656.77,Delivered
O18336,C02927,2024-02-09,572.62,Returned
O18337,C01289,2024-07-16,620.55,Returned
O18338,C02418,2025-02-23,84.38,Delivered
O18339,C00517,2024-08-15,657.48,Returned
O18340,C01830,2023-08-07,1143.71,Shipped
O18341,C03265,2023-08-07,350.58,Shipped
O18342,C03042,2023-04-13,1012.79,Cancelled
O18343,C02524,2024-11-04,467.97,Returned
O18344,C04240,2025-03-11,706.92,Returned
O18345,C00465,2024-12-12,56.28,Cancelled
O18346,C02708,2024-10-17,40.87,Delivered
O18347,C00193,2023-10-09,150.14,Returned
O18348,C02886,2023-05-27,812.04,Cancelled
O18349,C00321,2024-01-31,515.02,Cancelled
O18350,C02607,2023-07-03,202.81,Returned
O18351,C03819,2023-07-01,313.34,Returned
O18352,C01365,2024-06-25,1187.12,Delivered
O18353,C00190,2024-07-04,950.99,Cancelled
O18354,C04922,2024-12-16,158.79,Shipped
O18355,C01032,2023-12-06,373.3,Cancelled
O18356,C03819,2024-01-18,270.8,Shipped
O18357,C01204,2024-01-15,353.77,Shipped
O18358,C02899,2024-08-11,666.45,Returned
O18359,C02192,2025-01-23,146.33,Returned
O18360,C04332,2024-05-30,58.56,Shipped
O18361,C01540,2025-03-24,177.94,Returned
O18362,C03071,2025-02-08,1327.58,Returned
O18363,C01597,2023-11-28,597.4,Cancelled
O18364,C04671,2025-01-27,1075.19,Returned
O18365,C02525,2023-05-09,463.18,Shipped
O18366,C02183,2023-04-11,297.1,Returned
O18367,C04344,2023-09-18,1114.65,Returned
O18368,C03729,2024-02-26,292.86,Returned
O18369,C04527,2023-09-22,58.16,Returned
O18370,C00309,2023-11-29,537.52,Returned
O18371,C04738,2024-10-07,437.64,Returned
O18372,C04116,2023-06-26,730.24,Returned
O18373,C02454,2024-05-26,1073.96,Shipped
O18374,C02730,2023-10-07,301.94,Cancelled
O18375,C01739,2024-08-10,272.31,Cancelled
O18376,C03311,2024-08-23,216.4,Cancelled
O18377,C02245,2024-04-22,184.21,Returned
O18378,C02922,2024-02-25,943.35,Delivered
O18379,C03044,2024-08-29,1165.46,Shipped
O18380,C04713,2023-10-06,567.82,Cancelled
O18381,C01360,2023-10-02,1410.02,Returned
O18382,C01756,2024-06-16,1364.22,Delivered
O18383,C00561,2025-03-08,820.24,Delivered
O18384,C03956,2025-03-03,822.03,Shipped
O18385,C03428,2023-09-23,691.23,Delivered
O18386,C02614,2024-07-07,1013.16,Shipped
O18387,C02374,2023-09-21,1336.06,Cancelled
O18388,C00120,2024-05-07,149.9,Cancelled
O18389,C02543,2024-10-28,697.78,Cancelled
O18390,C01368,2023-11-08,1051.74,Shipped
O18391,C01073,2024-04-21,127.04,Returned
O18392,C01243,2024-11-30,748.28,Shipped
O18393,C02445,2024-01-22,534.55,Shipped
O18394,C04880,2023-06-10,602.11,Delivered
O18395,C03062,2024-09-25,858.62,Shipped
O18396,C02486,2024-04-02,1237.93,Cancelled
O18397,C01043,2024-01-26,302.49,Returned
O18398,C02276,2023-06-15,994.52,Returned
O18399,C03423,2024-04-19,64.74,Shipped
O18400,C00695,2023-10-18,862.86,Delivered
O18401,C03373,2024-11-23,584.84,Cancelled
O18402,C03706,2023-09-25,199.15,Returned
O18403,C02244,2023-04-09,353.9,Shipped
O18404,C02309,2024-08-14,744.57,Cancelled
O18405,C00508,2023-05-18,432.26,Delivered
O18406,C03614,2023-06-08,130.57,Cancelled
O18407,C04873,2024-06-18,657.72,Shipped
O18408,C03173,2024-02-27,19.99,Delivered
O18409,C00517,2023-11-09,579.42,Cancelled
O18410,C03093,2024-12-26,775.16,Delivered
O18411,C02652,2023-10-11,590.88,Delivered
O18412,C04364,2023-08-28,916.84,Cancelled
O18413,C00606,2025-02-10,851.8,Delivered
O18414,C01456,2025-02-01,579.2,Delivered
O18415,C04806,2023-06-02,578.93,Cancelled
O18416,C02460,2024-12-07,117.9,Returned
O18417,C00640,2024-04-23,169.02,Delivered
O18418,C02345,2025-03-24,619.07,Returned
O18419,C02774,2025-03-18,489.13,Shipped
O18420,C02978,2024-07-22,542.64,Shipped
O18421,C03905,2024-10-21,993.18,Returned
O18422,C04041,2024-04-04,145.1,Returned
O18423,C01025,2024-11-08,878.69,Cancelled
O18424,C04768,2025-03-31,401.66,Returned
O18425,C04205,2024-10-03,318.87,Cancelled
O18426,C01689,2024-01-26,874.51,Delivered
O18427,C03449,2024-11-27,45.22,Delivered
O18428,C03060,2024-12-15,41.13,Returned
O18429,C00208,2024-08-02,741.98,Delivered
O18430,C01819,2024-05-28,1333.89,Cancelled
O18431,C01949,2025-04-04,500.78,Delivered
O18432,C03474,2023-09-29,730.94,Returned
O18433,C02648,2023-06-07,250.02,Shipped
O18434,C04758,2023-05-31,829.39,Returned
O18435,C04650,2024-08-17,416.76,Delivered
O18436,C03487,2023-12-01,586.58,Delivered
O18437,C01848,2024-04-19,498.51,Cancelled
O18438,C01111,2024-02-20,1218.64,Cancelled
O18439,C04909,2024-10-17,442.08,Shipped
O18440,C01067,2024-08-02,897.93,Shipped
O18441,C03742,2024-10-09,562.67,Returned
O18442,C04668,2024-04-13,465.87,Shipped
O18443,C00875,2023-10-23,733.18,Delivered
O18444,C04110,2023-07-23,682.78,Shipped
O18445,C02786,2024-01-02,974.33,Shipped
O18446,C02014,2024-09-07,862.41,Delivered
O18447,C02353,2025-03-26,733.32,Delivered
O18448,C04824,2024-11-23,937.35,Delivered
O18449,C00635,2025-03-14,398.41,Shipped
O18450,C00780,2023-05-02,598.48,Returned
O18451,C00420,2023-07-16,612.18,Shipped
O18452,C00371,2024-07-26,966.91,Shipped
O18453,C03601,2025-01-24,905.29,Shipped
O18454,C02662,2024-03-23,634.26,Delivered
O18455,C02425,2023-06-01,894.78,Shipped
O18456,C00755,2023-07-27,736.77,Cancelled
O18457,C03628,2023-12-05,480.09,Delivered
O18458,C00307,2023-10-06,850.6,Returned
O18459,C03848,2024-01-18,687.97,Delivered
O18460,C02493,2023-08-21,982.41,Cancelled
O18461,C00350,2025-02-17,561.93,Delivered
O18462,C01866,2025-03-21,419.91,Cancelled
O18463,C00060,2025-02-09,326.91,Shipped
O18464,C02531,2024-12-24,98.18,Cancelled
O18465,C00356,2023-04-12,664.11,Returned
O18466,C00196,2024-08-28,752.2,Shipped
O18467,C00417,2023-07-18,535.99,Delivered
O18468,C03371,2025-01-23,416.24,Shipped
O18469,C00915,2023-06-22,613.61,Cancelled
O18470,C00319,2023-05-23,1583.54,Delivered
O18471,C00318,2024-10-10,679.17,Shipped
O18472,C00670,2024-04-22,821.1,Cancelled
O18473,C02033,2024-12-10,928.45,Returned
O18474,C04601,2024-12-25,98.4,Returned
O18475,C04997,2025-04-01,591.39,Returned
O18476,C00166,2024-11-02,946.65,Shipped
O18477,C04521,2024-03-29,545.66,Shipped
O18478,C00571,2023-11-26,774.41,Returned
O18479,C03572,2024-03-08,808.36,Cancelled
O18480,C01991,2023-07-04,287.88,Delivered
O18481,C03462,2025-03-16,213.5,Cancelled
O18482,C03844,2024-01-13,935.06,Shipped
O18483,C00641,2023-07-30,690.04,Returned
O18484,C01500,2024-10-03,508.86,Cancelled
O18485,C02708,2023-09-18,273.3,Delivered
O18486,C00156,2024-09-04,908.86,Shipped
O18487,C01990,2024-09-22,114.5,Cancelled
O18488,C04739,2023-12-09,304.34,Cancelled
O18489,C00590,2025-01-29,790.91,Returned
O18490,C00691,2024-02-03,142.78,Cancelled
O18491,C03883,2024-12-16,729.07,Returned
O18492,C01235,2024-01-18,791.25,Returned
O18493,C03403,2024-10-17,1308.99,Delivered
O18494,C04284,2024-02-14,553.26,Delivered
O18495,C02758,2024-04-21,1512.45,Shipped
O18496,C01624,2024-11-09,113.4,Delivered
O18497,C01770,2025-02-15,1018.47,Delivered
O18498,C04774,2024-11-18,620.52,Cancelled
O18499,C04938,2023-05-08,50.9,Returned
O18500,C01865,2024-04-29,375.58,Delivered
O18501,C03898,2025-03-30,885.93,Shipped
O18502,C01653,2023-11-05,872.72,Returned
O18503,C01057,2024-12-25,1261.74,Returned
O18504,C02633,2025-03-26,1630.62,Cancelled
O18505,C01089,2025-02-19,326.58,Shipped
O18506,C04215,2024-08-24,536.37,Shipped
O18507,C02571,2024-12-10,1181.2,Cancelled
O18508,C00278,2024-01-12,408.38,Returned
O18509,C03858,2024-11-10,987.2,Cancelled
O18510,C02547,2024-06-13,503.43,Cancelled
O18511,C01207,2024-03-18,193.95,Delivered
O18512,C00192,2023-12-14,346.39,Returned
O18513,C00944,2023-08-23,339.54,Delivered
O18514,C02327,2024-02-17,763.93,Returned
O18515,C04130,2025-03-13,1077.67,Cancelled
O18516,C03500,2024-06-15,510.76,Returned
O18517,C00403,2023-06-15,821.3,Cancelled
O18518,C04946,2024-08-29,1002.02,Cancelled
O18519,C04173,2025-01-10,1568.72,Cancelled
O18520,C04073,2024-11-24,1135.75,Delivered
O18521,C01286,2024-09-22,357.64,Shipped
O18522,C01409,2025-01-17,364.26,Cancelled
O18523,C03927,2024-12-04,1014.67,Shipped
O18524,C04869,2025-01-30,107.97,Returned
O18525,C03882,2024-10-31,1057.59,Shipped
O18526,C02397,2024-09-17,654.33,Cancelled
O18527,C01112,2024-02-15,54.52,Shipped
O18528,C04557,2024-09-16,890.2,Shipped
O18529,C02239,2025-03-09,1302.16,Shipped
O18530,C00055,2025-04-01,1475.85,Cancelled
O18531,C02483,2023-08-14,496.46,Delivered
O18532,C01980,2024-08-26,395.76,Returned
O18533,C01159,2024-12-20,25.38,Delivered
O18534,C00073,2024-03-03,683.48,Delivered
O18535,C02254,2025-02-19,516.09,Shipped
O18536,C01041,2024-08-13,180.47,Returned
O18537,C01373,2023-06-28,366.51,Delivered
O18538,C02088,2024-02-02,119.72,Cancelled
O18539,C03787,2024-09-06,1148.48,Delivered
O18540,C03152,2023-05-25,397.51,Shipped
O18541,C00066,2024-12-14,188.14,Shipped
O18542,C02971,2024-01-21,332.36,Cancelled
O18543,C00978,2024-04-17,503.3,Cancelled
O18544,C02907,2024-01-11,1093.18,Returned
O18545,C02909,2023-06-22,158.7,Shipped
O18546,C02257,2023-08-03,359.26,Cancelled
O18547,C02730,2023-11-28,844.44,Returned
O18548,C01432,2024-06-24,637.23,Returned
O18549,C02091,2023-10-20,591.05,Delivered
O18550,C03311,2024-01-13,910.84,Cancelled
O18551,C03077,2024-01-28,234.82,Cancelled
O18552,C03436,2023-07-30,559.08,Shipped
O18553,C03771,2023-10-30,880.62,Delivered
O18554,C04667,2023-05-24,801.08,Delivered
O18555,C02978,2023-11-25,1393.45,Shipped
O18556,C04186,2024-10-23,1524.0,Shipped
O18557,C00918,2025-01-12,1103.4,Cancelled
O18558,C02297,2023-09-27,585.66,Shipped
O18559,C04702,2024-03-17,854.53,Delivered
O18560,C03394,2024-11-19,186.48,Returned
O18561,C00071,2024-03-16,920.81,Returned
O18562,C00455,2024-09-08,923.14,Cancelled
O18563,C00423,2023-11-26,635.43,Shipped
O18564,C00125,2023-08-23,518.6,Cancelled
O18565,C00022,2023-09-27,363.45,Returned
O18566,C01604,2025-01-08,335.17,Returned
O18567,C03292,2024-10-14,178.47,Delivered
O18568,C03491,2024-06-27,1323.73,Returned
O18569,C00894,2025-02-10,862.98,Delivered
O18570,C01863,2023-11-18,359.82,Shipped
O18571,C03334,2023-10-27,115.84,Cancelled
O18572,C03120,2023-09-15,320.58,Shipped
O18573,C02708,2024-05-06,1074.68,Delivered
O18574,C00741,2024-01-26,95.3,Cancelled
O18575,C01458,2025-01-12,499.5,Returned
O18576,C02879,2024-08-02,170.42,Shipped
O18577,C04612,2023-09-19,940.91,Delivered
O18578,C04634,2024-10-31,717.24,Shipped
O18579,C04802,2024-11-07,450.55,Shipped
O18580,C02286,2024-03-24,566.37,Cancelled
O18581,C00414,2025-02-13,162.49,Shipped
O18582,C00789,2023-07-18,758.97,Shipped
O18583,C04378,2024-03-24,1421.88,Delivered
O18584,C03389,2025-03-02,644.37,Delivered
O18585,C00058,2025-03-26,157.58,Delivered
O18586,C04725,2025-02-06,736.87,Shipped
O18587,C00688,2023-09-29,466.6,Cancelled
O18588,C01945,2023-05-21,507.31,Cancelled
O18589,C01449,2025-03-20,1296.28,Shipped
O18590,C00081,2024-07-28,1107.08,Delivered
O18591,C03911,2024-09-14,233.76,Shipped
O18592,C01373,2025-02-12,359.52,Delivered
O18593,C00075,2025-02-16,994.91,Delivered
O18594,C04158,2024-08-05,863.06,Returned
O18595,C02769,2024-09-22,933.16,Cancelled
O18596,C01417,2024-03-09,853.12,Shipped
O18597,C01277,2024-04-19,332.08,Returned
O18598,C00265,2024-06-04,770.79,Shipped
O18599,C00097,2023-04-29,1169.45,Delivered
O18600,C00763,2025-01-16,226.08,Shipped
O18601,C04561,2025-02-26,869.54,Cancelled
O18602,C00048,2023-11-21,250.21,Delivered
O18603,C01969,2024-05-04,844.79,Cancelled
O18604,C02573,2024-05-16,1014.09,Cancelled
O18605,C01504,2024-03-26,516.47,Returned
O18606,C01284,2024-07-23,68.78,Shipped
O18607,C00955,2024-08-17,858.73,Shipped
O18608,C03348,2024-06-14,143.85,Cancelled
O18609,C00022,2023-10-13,941.15,Cancelled
O18610,C00601,2023-07-21,1155.01,Cancelled
O18611,C03401,2023-08-11,951.15,Delivered
O18612,C02264,2024-12-07,1592.07,Returned
O18613,C02972,2024-08-08,1213.61,Delivered
O18614,C00339,2025-03-16,752.16,Delivered
O18615,C01683,2023-10-19,152.41,Shipped
O18616,C03034,2024-12-30,234.0,Shipped
O18617,C00020,2024-02-08,479.71,Cancelled
O18618,C01283,2024-02-04,634.55,Shipped
O18619,C01784,2023-08-07,387.09,Returned
O18620,C01602,2024-03-24,252.98,Returned
O18621,C01729,2024-11-12,490.2,Returned
O18622,C04254,2025-03-30,321.9,Cancelled
O18623,C02457,2024-09-25,419.58,Delivered
O18624,C04913,2024-04-05,675.13,Returned
O18625,C01119,2024-12-31,1477.62,Delivered
O18626,C02798,2023-05-10,454.77,Cancelled
O18627,C03513,2024-06-30,1055.11,Delivered
O18628,C04520,2023-12-22,359.66,Returned
O18629,C01693,2024-09-01,367.03,Cancelled
O18630,C00638,2025-04-01,125.94,Cancelled
O18631,C04742,2025-04-01,330.77,Returned
O18632,C04149,2024-08-17,154.95,Delivered
O18633,C02670,2023-09-02,204.74,Shipped
O18634,C00996,2024-09-20,35.13,Shipped
O18635,C04609,2024-10-12,369.53,Returned
O18636,C03427,2023-06-18,523.28,Shipped
O18637,C00702,2024-09-13,510.12,Cancelled
O18638,C00773,2024-08-24,151.68,Shipped
O18639,C04913,2024-10-13,514.46,Returned
O18640,C02809,2023-07-18,765.33,Shipped
O18641,C03093,2024-03-20,960.89,Returned
O18642,C00016,2023-09-06,914.56,Returned
O18643,C02696,2023-06-28,1120.53,Shipped
O18644,C02959,2023-07-17,544.17,Delivered
O18645,C04081,2023-08-29,637.3,Shipped
O18646,C03747,2023-10-01,499.52,Cancelled
O18647,C02204,2024-03-20,1091.87,Shipped
O18648,C04457,2023-11-12,451.74,Shipped
O18649,C03456,2023-09-18,716.32,Cancelled
O18650,C03714,2024-08-13,904.25,Delivered
O18651,C00363,2024-06-02,1139.31,Returned
O18652,C04613,2024-03-12,628.32,Delivered
O18653,C03099,2024-08-13,1200.7,Cancelled
O18654,C01849,2024-12-14,572.11,Cancelled
O18655,C00831,2024-10-11,250.64,Delivered
O18656,C00746,2024-11-26,251.46,Shipped
O18657,C03427,2024-05-23,251.26,Delivered
O18658,C01696,2024-02-27,399.78,Shipped
O18659,C01513,2024-03-28,641.74,Delivered
O18660,C00160,2024-09-09,550.04,Returned
O18661,C04788,2023-11-11,288.74,Shipped
O18662,C00481,2024-08-31,709.31,Delivered
O18663,C03768,2025-01-31,25.29,Shipped
O18664,C01102,2024-08-23,800.24,Shipped
O18665,C04365,2024-12-31,300.9,Cancelled
O18666,C04585,2024-07-08,309.32,Returned
O18667,C01589,2023-04-20,233.98,Cancelled
O18668,C03469,2023-10-29,496.14,Cancelled
O18669,C00368,2024-11-19,405.85,Delivered
O18670,C01705,2024-04-19,996.73,Cancelled
O18671,C01449,2024-01-19,1081.67,Cancelled
O18672,C02044,2025-03-25,379.68,Delivered
O18673,C02456,2025-02-05,547.32,Cancelled
O18674,C03545,2025-03-08,15.37,Shipped
O18675,C02655,2025-04-07,940.88,Cancelled
O18676,C00798,2023-04-21,623.3,Cancelled
O18677,C03529,2023-05-08,500.71,Cancelled
O18678,C04837,2025-01-17,938.16,Delivered
O18679,C03838,2024-04-17,49.95,Delivered
O18680,C03871,2023-11-29,391.4,Cancelled
O18681,C02265,2023-11-05,1001.26,Returned
O18682,C02032,2025-01-01,593.42,Cancelled
O18683,C03600,2025-03-05,75.49,Delivered
O18684,C04497,2024-12-10,78.97,Shipped
O18685,C02779,2023-08-10,1030.49,Delivered
O18686,C00890,2023-04-10,1826.77,Returned
O18687,C03819,2025-02-03,346.83,Cancelled
O18688,C03616,2024-03-20,503.42,Cancelled
O18689,C02157,2024-09-09,50.93,Cancelled
O18690,C04490,2024-08-12,560.17,Shipped
O18691,C04214,2024-10-30,482.54,Delivered
O18692,C03827,2024-06-10,1083.28,Delivered
O18693,C02562,2024-06-05,703.15,Cancelled
O18694,C00338,2024-09-08,144.74,Returned
O18695,C04157,2024-07-06,153.25,Delivered
O18696,C00719,2025-01-28,195.56,Cancelled
O18697,C01284,2024-03-04,623.88,Delivered
O18698,C03077,2025-03-23,552.38,Delivered
O18699,C03677,2024-03-15,352.08,Cancelled
O18700,C01822,2023-05-22,229.68,Returned
O18701,C00487,2024-12-16,1241.86,Shipped
O18702,C03078,2024-10-09,502.67,Cancelled
O18703,C04766,2023-12-16,1081.69,Delivered
O18704,C04491,2023-06-05,1029.8,Cancelled
O18705,C00825,2024-12-03,46.22,Cancelled
O18706,C02021,2024-11-02,633.51,Shipped
O18707,C02049,2024-10-25,263.79,Cancelled
O18708,C02112,2023-12-19,333.85,Returned
O18709,C04601,2024-09-20,606.19,Returned
O18710,C00785,2025-01-11,969.84,Delivered
O18711,C03746,2024-10-21,1235.91,Returned
O18712,C01588,2023-06-02,141.96,Cancelled
O18713,C00210,2023-08-26,612.34,Returned
O18714,C03708,2024-08-09,166.04,Returned
O18715,C02920,2024-02-03,408.83,Returned
O18716,C03311,2024-01-18,829.73,Cancelled
O18717,C03336,2025-02-01,683.1,Shipped
O18718,C03290,2024-11-27,652.18,Cancelled
O18719,C03109,2024-03-17,405.59,Returned
O18720,C04417,2024-12-08,875.25,Shipped
O18721,C01668,2025-01-21,726.38,Cancelled
O18722,C04705,2025-02-21,267.78,Returned
O18723,C03099,2023-07-15,990.45,Cancelled
O18724,C03998,2023-04-16,231.71,Cancelled
O18725,C00893,2024-10-14,1043.22,Shipped
O18726,C00230,2023-12-30,1998.78,Shipped
O18727,C01100,2023-05-23,789.32,Shipped
O18728,C01041,2024-06-04,328.97,Returned
O18729,C03491,2023-05-17,878.3,Cancelled
O18730,C01764,2023-07-27,587.12,Shipped
O18731,C00139,2023-08-25,471.7,Delivered
O18732,C04921,2023-07-21,617.29,Shipped
O18733,C01121,2024-10-28,1485.12,Shipped
O18734,C00271,2024-10-30,325.9,Returned
O18735,C01107,2023-10-13,255.78,Returned
O18736,C04649,2023-09-12,633.44,Delivered
O18737,C00624,2024-11-30,320.85,Returned
O18738,C00121,2024-06-05,1491.01,Shipped
O18739,C04860,2023-06-14,432.52,Shipped
O18740,C04139,2023-08-18,536.84,Returned
O18741,C00533,2023-09-01,1034.08,Cancelled
O18742,C02347,2024-01-10,804.48,Shipped
O18743,C01084,2023-07-24,480.57,Shipped
O18744,C02645,2024-11-04,495.72,Shipped
O18745,C00470,2024-10-10,844.95,Shipped
O18746,C02271,2024-07-11,1106.21,Delivered
O18747,C01180,2024-10-08,735.17,Delivered
O18748,C00233,2025-03-17,199.11,Delivered
O18749,C01602,2023-07-04,865.48,Shipped
O18750,C04749,2024-01-27,561.59,Returned
O18751,C03649,2023-09-29,1112.16,Returned
O18752,C00943,2024-04-28,750.27,Shipped
O18753,C01462,2024-01-26,359.16,Shipped
O18754,C02371,2023-10-25,317.76,Cancelled
O18755,C03364,2025-03-27,551.52,Returned
